0.800000;958.765503;6258420;43.865917 
0.804000;958.765503;6221645;51.418545 
0.808000;958.765503;6187209;54.357456 
0.812000;958.765503;6154941;59.477360 
0.816000;958.765503;6119930;57.391342 
0.820000;958.765503;6082448;59.083809 
0.824000;958.765503;6038449;56.667229 
0.828000;958.765503;5983100;56.119942 
0.832000;958.765503;5925401;55.273357 
0.836000;958.765503;5867425;53.966354 
0.840000;958.765503;5802350;52.436630 
0.844000;958.765503;5736217;52.502853 
0.848000;958.765503;5677232;53.232353 
0.852000;958.765503;5617007;51.407597 
0.856000;958.765503;5555271;48.239452 
0.860000;958.765503;5497615;48.798656 
0.864000;958.765503;5435091;45.761566 
0.868000;958.765503;5366620;44.555489 
0.872000;958.765503;5291916;42.910793 
0.876000;958.765503;5204153;39.658413 
0.880000;958.765503;5121287;37.983437 
0.884000;958.765503;5030952;39.437935 
0.888000;958.765503;4956140;38.223347 
0.892000;958.765503;4873994;36.022438 
0.896000;958.765503;4800891;36.281929 
0.900000;958.765503;4731871;34.806412 
0.904000;958.765503;4667188;34.717274 
0.908000;958.765503;4601182;35.771168 
0.912000;958.765503;4530656;36.037735 
0.916000;958.765503;4463855;34.432713 
0.920000;958.765503;4393171;33.544601 
0.924000;958.765503;4312564;31.609648 
0.928000;958.765503;4212755;26.015289 
0.932000;958.765503;4110843;26.252001 
0.936000;958.765503;3992959;23.538490 
0.940000;958.765503;3860545;20.860874 
0.944000;958.765503;3740158;19.637918 
0.948000;958.765503;3632900;17.780693 
0.952000;958.765503;3551543;17.206268 
0.956000;958.765503;3471116;16.569576 
0.960000;958.765503;3395311;16.202217 
0.964000;958.765503;3320894;15.041562 
0.968000;958.765503;3241886;15.141806 
0.972000;958.765503;3176695;13.958838 
0.976000;958.765503;3123874;13.909686 
0.980000;958.765503;3079998;14.559378 
0.984000;958.765503;3038934;15.242385 
0.988000;958.765503;2994114;15.128577 
0.992000;958.765503;2950609;14.456809 
0.996000;958.765503;2899860;13.823598 
1.000000;958.765503;2849580;12.785325 
1.004000;958.765503;2797139;12.298113 
1.008000;958.765503;2748641;11.954707 
1.012000;958.765503;2705858;12.560343 
1.016000;958.765503;2660133;12.281645 
1.020000;958.765503;2616079;12.102190 
1.024000;958.765503;2568406;12.038205 
1.028000;958.765503;2522035;12.024105 
1.032000;958.765503;2464738;10.927465 
1.036000;958.765503;2398627;10.661159 
1.040000;958.765503;2341913;10.211195 
1.044000;958.765503;2305340;11.146369 
1.048000;958.765503;2264049;11.565699 
1.052000;958.765503;2219386;10.928218 
1.056000;958.765503;2173852;10.691696 
1.060000;958.765503;2125354;10.683489 
1.064000;958.765503;2082250;10.132202 
1.068000;958.765503;2036487;10.052522 
1.072000;958.765503;1988119;9.767960 
1.076000;958.765503;1942259;9.520947 
1.080000;958.765503;1900335;9.654617 
1.084000;958.765503;1851284;9.209213 
1.088000;958.765503;1794548;8.473080 
1.092000;958.765503;1728305;7.944914 
1.096000;958.765503;1681323;7.342574 
1.100000;958.765503;1649861;6.712827 
1.104000;958.765503;1593383;6.148859 
1.108000;958.769531;1516532;5.538786 
1.112000;958.769531;1500197;5.468187 
1.116000;958.769531;1554401;5.949996 
1.120000;958.772461;1530213;5.354041 
1.124000;958.772461;1537373;5.591209 
1.128000;960.741760;1560210;5.446618 
1.132000;960.771912;1544000;5.336226 
1.136000;960.771912;1660302;6.447386 
1.140000;960.771912;1854124;6.939218 
1.144000;960.786133;1949632;6.897355 
1.148000;960.786316;2031018;7.044925 
1.152000;960.786316;2149334;7.090658 
1.156000;960.786316;3113734;10.079189 
1.160000;960.828613;3703069;12.908428 
1.164000;960.828613;4067797;14.544068 
1.168000;960.839294;4419781;16.151047 
1.172000;960.845520;2304359;7.762025 
1.176000;961.211365;2073944;6.266641 
1.180000;961.327148;2611977;7.701657 
1.184000;963.305542;1531038;4.490204 
1.188000;963.900085;1088875;2.973688 
1.192000;963.907288;1427348;3.558621 
1.196000;963.907288;1697084;4.552131 
