"provincias_vec","wave_vec","correlation_vec_temp","p_value_vec_temp","correlation_vec_wind","p_value_vec_wind","correlation_vec_prec","p_value_vec_prec"
"malaga","fourth",0.710122784060126,2.33074270273126e-13,0.438692813028511,5.25373442793047e-05,-0.0514052435767563,0.652771851667799
"melilla","fourth",-0.734478986848229,3.25762827563269e-19,0.101783615477095,0.299176767971099,0.0895240151897458,0.361446775996209
"murcia","fourth",-0.0886569983163118,0.368459976880746,0.10599671966107,0.281848281795196,-0.0852646299243109,0.387137499298888
"navarra","fourth",-0.00225582645727058,0.982412027146625,0.0428710522696383,0.675107066567951,0.0962466131793294,0.345804211695806
"ourense","fourth",0.0104840185917775,0.917126141693547,0.00100387366704255,0.99205062543509,0.249300103556759,0.0119344068132161
"palencia","fourth",-0.206368204332472,0.033804084859137,0.100049259727199,0.307529455268221,-0.168800966270841,0.0836764705141595
"pontevedra","fourth",-0.185735897289964,0.056622159038942,-0.0054652846877028,0.955659041507475,0.351985275531413,0.00021553024747004
"salamanca","fourth",-0.362453484380835,0.000134473053460532,-0.00787862211949566,0.936114110942291,0.229568294912337,0.0179216139913154
"santaCruzDeTenerife","fourth",-0.248293769391552,0.0102774479740064,-0.15467568072424,0.113388405168433,-0.0229918423550179,0.815031789324493
"segovia","fourth",-0.281216469403266,0.00349870974464464,0.0437516653255887,0.656086099287443,0.0847170815497786,0.387902444073446
"sevilla","fourth",0.414634685645918,1.33430151810608e-05,-0.163889099833846,0.0980871584720071,0.0795509180783669,0.424425228210129
"soria","fourth",-0.634793715562428,2.72856172669388e-13,-0.120348007009867,0.219132159781013,-0.314473755329348,0.00102699765725562
"tarragona","fourth",-0.182641227992354,0.0622050971040504,-0.032267146900549,0.743844077431967,0.0712911431484094,0.469868838220457
"teruel","fourth",0.204787205130933,0.0352229433461664,-0.245759225567029,0.0111069283927652,0.186069278469883,0.0561720172449595
"toledo","fourth",-0.137120813182461,0.197483129831149,-0.0751144015740094,0.481662157256821,0.099509398246093,0.350741626348541
"valencia","fourth",0.0490529088998113,0.620956441081533,0.0171889901467836,0.862503551990147,-0.170196934707281,0.0841095719214451
"valladolid","fourth",0.181779695994333,0.06219327947919,-0.107084014997974,0.274582537095128,0.121163997281164,0.216000726817559
"zamora","fourth",-0.251352448852696,0.00934917705970057,-0.132198705210298,0.176737732594023,0.187447412977449,0.0543422693201838
"zaragoza","fourth",0.260674803006056,0.00752623900199095,-0.102976669419536,0.298230244183864,0.273552376777512,0.00495746259600655
"alava","fifth",-0.156090673676344,0.12482884937944,0.0368803706376343,0.718446840992073,-0.198867669814046,0.0496363212593728
"albacete","fifth",-0.163661242176454,0.107342560582491,-0.181433299288082,0.0737883901423518,-0.140718007579175,0.166956000175451
"alicante","fifth",-0.532489802706154,1.66668029130999e-08,-0.246908199862195,0.0142467938009192,-0.0890377372293317,0.383288727984259
"almeria","fifth",-0.186866662276618,0.066840642106147,-0.119445894233544,0.243884396134928,-0.00933345827769926,0.927703797281912
"asturias","fifth",-0.170434407767784,0.0951056590082461,0.119340500266804,0.244303704264836,-0.246738313706987,0.0148349684590938
"avila","fifth",0.101559038887198,0.319707468537032,-0.0943552618334779,0.35540889739887,-0.142395913486268,0.161903074334975
"badajoz","fifth",-0.206582299347341,0.0412615826826995,0.0507469830866091,0.619722455410777,0.164186326352149,0.10620445184898
"baleares","fifth",-0.384781750814604,0.000128555197023027,-0.292509268208024,0.00422452579233803,-0.426645380896852,1.80321669596366e-05
"barcelona","fifth",-0.480778814806739,5.42615852463779e-07,-0.0740904605485701,0.468424539888025,-0.265651734046204,0.00819912243364788
"bizkaia","fifth",0.0288159904713057,0.779336623356817,0.22217175725839,0.0287290401052783,-0.273909169778686,0.00663060980389263
"burgos","fifth",-0.130757830582599,0.199370933041012,-0.181609017768198,0.0735046874812675,-0.17846356257304,0.078717765338617
"caceres","fifth",-0.151890586222904,0.135430693434781,-0.173054082227519,0.0883718148703368,0.130096471181727,0.201673247322611
"cadiz","fifth",-0.117028174784929,0.251132205932541,0.112344887157335,0.270731745995562,0.0854808675595979,0.402652592323824
"cantabria","fifth",-0.260608411974592,0.0153737078641447,-0.156437991759787,0.150323431441196,-0.241237501389032,0.0252494105726013
