"provincias_vec","wave_vec","correlation_vec_temp","p_value_vec_temp","correlation_vec_wind","p_value_vec_wind","correlation_vec_prec","p_value_vec_prec"
"castellon","fifth",-0.491801678416432,2.70812287023615e-07,-0.217072460019003,0.0317927549221805,0.0867632788934627,0.395605465410751
"ceuta","fifth",-0.281679558559795,0.00652529401417661,0.111342470300136,0.2906726073112,-0.202068136598619,0.0534032306745035
"ciudadReal","fifth",-0.208746817036163,0.0391357159146942,-0.0881382786531043,0.388131621015474,-0.0526795535151205,0.606435804564881
"cordoba","fifth",-0.0721319448538491,0.48029505238869,0.136341150552557,0.180684213351563,0.203201929918368,0.0447736178371932
"coruña","fifth",-0.0782599616249262,0.471211957038047,0.0666514642057736,0.539628897689032,-0.0264364974797685,0.807959543689248
"cuenca","fifth",-0.0376403592013651,0.712895565712481,-0.0824403554563924,0.419654023848273,-0.0718692721377057,0.481899286042898
"gipuzkoa","fifth",0.0694180528555471,0.497007060117987,0.0785662137355199,0.441907343776495,-0.292127709361372,0.00351423620599848
"girona","fifth",-0.521480812607565,4.32818061978279e-08,-0.333671801086251,0.000837947613599252,-0.306325835695734,0.00227652924294474
"granada","fifth",-0.128265675245679,0.212973443207786,-0.122640479580373,0.233894976520708,-0.262800565385811,0.00968667782266646
"guadalajara","fifth",-0.0450022345072935,0.659932466137848,-0.207852854804727,0.040002347715461,0.080719485263964,0.429457728998113
"huelva","fifth",0.00502489443026972,0.961040264190545,-0.172263927119824,0.0915558859375924,0.103625619989107,0.312454188777482
"huesca","fifth",0.0251405289151881,0.805895806003153,0.0794340403619165,0.436865524703095,-0.109669781906333,0.282378296193037
"jaen","fifth",-0.133416248267524,0.190307195403637,-0.176183589841817,0.0826783787941513,0.0696106555053054,0.495811055553345
"laRioja","fifth",-0.331261673713308,0.000862724473913636,-0.332690976219243,0.000816628564302725,-0.0947684863305244,0.353296438986031
"lasPalmas","fifth",-0.557158110208214,3.08412097398186e-09,-0.272463566610039,0.00693496571664436,-0.024344660739322,0.812894257105407
"leon","fifth",-0.158697269779412,0.118577037957076,-0.174505899169349,0.0856930366266355,0.178573209008158,0.0785311930429466
"lleida","fifth",-0.438422357279208,6.32433431742496e-06,-0.256077283620198,0.010924713568745,-0.0944270652408334,0.355041266886169
"lugo","fifth",-0.0966793767521047,0.361952364760299,0.14133925276445,0.181427902852305,-0.0463131354397854,0.662890551140758
"madrid","fifth",-0.0635902336807254,0.536048845101342,-0.0237190645976393,0.817617997515314,-0.0331969497520555,0.746844792631407
"malaga","fifth",0.0686363212345299,0.504124341192338,0.139198982295159,0.173890461195992,0.0946126571294322,0.35662417341426
"melilla","fifth",-0.508296491145806,9.13608945778024e-08,-0.00815285741663754,0.936495792945048,-0.255415828139902,0.011139359947103
"murcia","fifth",-0.629577701143972,3.81223390224477e-12,-0.117330185045772,0.24990264436547,0.0497143306559296,0.626872864957684
"navarra","fifth",-0.0945751526750168,0.361954536618772,-0.239057158836714,0.0196412008798162,-0.219557936563192,0.0325317492405744
"ourense","fifth",-0.0911464200925072,0.392892176714733,0.0263080489622044,0.805578573683921,-0.00353472133865922,0.973623021545391
"palencia","fifth",0.0618051368607805,0.545466222306692,-0.151644737608885,0.13607184219028,-0.144380889180055,0.156073192740762
"pontevedra","fifth",-0.0399237207970087,0.696307784675116,0.0602686213812706,0.555519153030219,0.112549163975581,0.269855907361029
"salamanca","fifth",-0.0669655694614032,0.512367582668529,-0.0369506599697345,0.717932798739067,0.0288627323199261,0.777852102439339
"santaCruzDeTenerife","fifth",-0.369698617774331,0.000179306913202411,-0.272960833361217,0.0065410639980514,-0.0637682680957827,0.532752758234721
"segovia","fifth",0.157784830521509,0.122699605911736,0.150896828062169,0.140116476577859,-0.0755815849202328,0.461855082147054
"sevilla","fifth",0.0256461589323417,0.804111848785311,0.0613448821614905,0.552685541130748,0.16613867445219,0.105714193029116
"soria","fifth",-0.067073696783166,0.511685257837739,-0.196824437519387,0.0520754971845062,-0.190041396417673,0.0608898074680932
"tarragona","fifth",-0.444269434825435,4.5935458649474e-06,-0.269784494407906,0.00722115970213165,-0.249052849185103,0.0133998062358765
"teruel","fifth",-0.301526924727193,0.00255105165032007,-0.21284676573063,0.0353595932447877,-0.231857273523177,0.0216062745263957
"toledo","fifth",-0.0599074151485696,0.604770632450957,-0.201787161008207,0.0784306661424615,0.171347510902871,0.136219191126268
"valencia","fifth",-0.406728068596584,3.56383304092171e-05,-0.0903314799688241,0.378897569368555,-0.209580684929278,0.0393686530633703
"valladolid","fifth",-0.0409477210708732,0.68891442839516,-0.149659910552684,0.141332831379671,-0.0745997328248333,0.465364258175487
"zamora","fifth",-0.224574707899848,0.0262070331182262,-0.199584295858269,0.0488034900680557,-0.0454356557920095,0.656862915539005
"zaragoza","fifth",-0.21950411182385,0.0298814564388061,-0.201244632060295,0.0469182194893668,-0.147266017761368,0.147881082288124
