41.383476,2.181506
41.383541,2.181366
41.383570,2.180862
41.383608,2.180647
41.383621,2.180584
41.383652,2.180399
41.383709,2.180116
41.383761,2.179822
41.383837,2.179353
41.383873,2.179055
41.383896,2.178848
41.383967,2.178745
41.384111,2.178541
41.383889,2.178258
41.383645,2.177937
41.383507,2.177739
41.383232,2.177430
41.382989,2.177103
41.382915,2.177005
41.382619,2.176656
41.382563,2.176608
41.382278,2.176278
41.382185,2.176064
41.382119,2.175758
41.382098,2.175698
41.381896,2.175489
41.381850,2.175516
41.381765,2.175281
41.381652,2.174845
41.381595,2.174618
41.381476,2.174124
41.381378,2.173775
41.381310,2.173515
41.381382,2.173482
41.381378,2.173457
41.381321,2.173331
41.381307,2.173301
41.381293,2.173274
41.381257,2.173194
41.381222,2.173132
41.381216,2.173117
41.381206,2.173086
41.381186,2.173054
41.381184,2.172999
41.381209,2.172979
41.380987,2.172442
41.380941,2.172309
41.380915,2.172205
41.380884,2.171988
41.380874,2.171953
41.380865,2.171904
41.380846,2.171780
41.380746,2.171414
41.380614,2.170975
41.380570,2.170840
41.380564,2.170801
41.380435,2.170364
41.380378,2.170173
41.380241,2.169686
41.380082,2.169147
41.380001,2.168824
41.379865,2.168415
41.379660,2.168332
41.379646,2.168180
41.379589,2.168083
41.379696,2.167838
41.379643,2.167604
41.379591,2.167420
41.379567,2.167253
41.379547,2.167061
41.379516,2.166725
41.379500,2.166389
41.379495,2.165920
41.379357,2.165480
41.379225,2.165095
41.379137,2.164759
41.379031,2.164305
41.378905,2.163855
41.378763,2.163403
41.378647,2.163190
41.378632,2.163178
41.377774,2.162079
41.376920,2.160980
41.376009,2.159860
41.375287,2.158845
41.375286,2.158557
41.375050,2.158556
41.375033,2.158556
41.375034,2.156612
41.375034,2.156300
41.375061,2.154319
41.375034,2.154014
41.375046,2.152138
41.375071,2.151769
41.375094,2.150095
41.375084,2.149692
41.374943,2.149686
41.374877,2.149661
41.374813,2.149620
41.374756,2.149567
41.374712,2.149511
41.374682,2.149461
41.374650,2.149390
41.374613,2.149254
41.374604,2.149115
41.374616,2.149000
41.374689,2.148797
41.374797,2.148662
41.374679,2.148473
41.374229,2.147931
41.374131,2.147796
41.372976,2.146290
41.372882,2.146165
41.371878,2.144835
41.371761,2.144680
41.371220,2.143963
41.371104,2.143810
41.370508,2.143009
41.370195,2.142592
41.370014,2.142364
41.369714,2.141967
41.368983,2.140998
41.368574,2.140457
41.367924,2.139595
41.367749,2.139364
41.367673,2.139451
41.367606,2.139549
41.367532,2.139441
41.361526,2.130989
41.361109,2.130387
41.357140,2.124662
41.354760,2.116903
41.354673,2.115791
41.354676,2.115715
41.354680,2.115624
41.354690,2.115522
41.354659,2.115520
41.350512,2.115081
41.349992,2.115012
41.348365,2.114837
41.344659,2.114486
41.344045,2.114463
41.341321,2.114165
41.340773,2.114085
41.340222,2.113781
41.339659,2.113374
41.339194,2.112916
41.338788,2.112424
41.338386,2.111776
41.338002,2.110916
41.337704,2.110066
41.336838,2.107755
41.335865,2.104681
41.335533,2.103687
41.334614,2.100949
41.333605,2.097915
41.331944,2.093316
41.330927,2.090376
41.329923,2.087466
41.329488,2.086157
41.329061,2.084912
41.328043,2.081927
41.327472,2.080270
41.326858,2.078501
41.324767,2.072316
41.323276,2.068143
41.321954,2.064281
41.320190,2.059201
41.319739,2.057934
41.319429,2.057114
41.319368,2.056883
41.318155,2.053300
41.316548,2.048622
41.314106,2.041439
41.312494,2.036911
41.311144,2.032931
41.309279,2.027491
41.308630,2.025614
41.307417,2.022058
41.305447,2.016386
41.305235,2.015887
41.304888,2.014867
41.304648,2.014168
41.304302,2.013253
41.303875,2.012212
41.303604,2.011600
41.303208,2.010814
41.302823,2.010098
41.302573,2.009664
41.302249,2.009121
41.301840,2.008443
41.301508,2.007893
41.299781,2.005717
41.296835,2.002010
41.295787,2.000675
41.295525,2.000337
41.294207,1.998797
41.291514,1.995391
41.290132,1.993631
41.289955,1.993395
41.288669,1.991839
41.283719,1.985644
41.281780,1.983181
41.281074,1.982315
41.279887,1.980925
41.278281,1.978968
41.276927,1.977049
41.274650,1.974227
41.274480,1.974014
41.273229,1.972386
41.271784,1.970661
41.270560,1.969127
41.270101,1.968489
41.269470,1.967419
41.268631,1.965677
41.268141,1.964269
41.267972,1.963691
41.267818,1.963085
41.267638,1.962132
41.267438,1.960484
41.267282,1.958773
41.267112,1.957094
41.266415,1.951515
41.265618,1.945026
41.264560,1.936512
41.264296,1.935215
41.263928,1.933817
41.262941,1.930752
41.262815,1.930347
41.262532,1.929423
41.262294,1.928631
41.262129,1.928013
41.261873,1.926992
41.261782,1.926595
41.261083,1.923580
41.260186,1.921412
41.259821,1.920745
41.258811,1.918642
41.256157,1.911359
41.256038,1.910674
41.255859,1.909414
41.255707,1.908121
41.255581,1.907359
41.255408,1.906230
41.255214,1.905043
41.255087,1.904485
41.254911,1.903947
41.254640,1.903186
41.254316,1.902440
41.253086,1.900353
41.251990,1.898145
41.248193,1.887228
41.245190,1.877477
41.242949,1.867534
41.240548,1.861630
41.235980,1.849654
41.235849,1.840976
41.236066,1.833765
41.237693,1.827644
41.237654,1.823934
41.237427,1.820208
41.237452,1.818820
41.237883,1.816405
41.238914,1.811332
41.239249,1.809598
41.239372,1.807830
41.239367,1.806647
41.239370,1.806448
41.239394,1.805179
41.239223,1.803771
41.238890,1.802532
41.238242,1.800750
41.238031,1.800198
41.235307,1.792991
41.234980,1.792438
41.234775,1.792092
41.231142,1.785999
41.229680,1.783827
41.228683,1.782197
41.225891,1.777858
41.223916,1.774611
41.222864,1.772560
41.221767,1.768932
41.220431,1.763605
41.220001,1.761400
41.219882,1.760359
41.219844,1.759460
41.219853,1.758563
41.219946,1.756745
41.220097,1.755168
41.220166,1.753750
41.219961,1.751479
41.218768,1.745377
41.218627,1.743675
41.218657,1.742399
41.218820,1.740836
41.219357,1.737810
41.220142,1.733966
41.220232,1.733050
41.220082,1.731239
41.217976,1.723397
41.217781,1.722886
41.217417,1.722139
41.216491,1.720429
41.213900,1.716503
41.212563,1.714415
41.210190,1.710714
41.209048,1.708929
41.208783,1.708233
41.208559,1.707587
41.208380,1.706907
41.208207,1.705753
41.208249,1.700114
41.208273,1.697826
41.208169,1.695933
41.207934,1.693926
41.207701,1.692143
41.205472,1.682075
41.205292,1.681235
41.204130,1.675699
