,Away_team,division,matchday,result_home,season,team,GD_home,Pts_difference,home_rank
34998,Real Murcia,2,14,W,2005-2006,UD Almería,8.0,10.0,3
34990,Racing Ferrol,2,14,T,2005-2006,CD Numancia,-8.0,-2.0,16
34992,Lorca Dep.,2,14,W,2005-2006,Ciudad Murcia,0.0,6.0,6
34997,Real Valladolid,2,14,T,2005-2006,Sporting Gijón,5.0,1.0,10
34996,UE Lleida,2,14,W,2005-2006,Recr. Huelva,11.0,14.0,2
34988,RM Castilla,2,14,L,2005-2006,Albacete,-6.0,-1.0,18
34989,Elche CF,2,14,T,2005-2006,CD Castellón,-7.0,-11.0,21
35006,Xerez CD,2,15,T,2005-2006,Racing Ferrol,-6.0,-9.0,19
35007,CD Castellón,2,15,W,2005-2006,Real Murcia,1.0,10.0,6
35004,CD Tenerife,2,15,T,2005-2006,Lorca Dep.,2.0,0.0,12
35006,UE Lleida,2,15,W,2005-2006,Real Valladolid,4.0,7.0,3
35003,Ciudad Murcia,2,15,W,2005-2006,Levante,-2.0,10.0,5
35003,Poli Ejido,2,15,L,2005-2006,Hércules CF,3.0,4.0,9
35002,RM Castilla,2,15,L,2005-2006,Gimnàstic,-3.0,8.0,13
35004,Recr. Huelva,2,15,T,2005-2006,Málaga B,-2.0,-4.0,16
35007,SD Eibar,2,15,W,2005-2006,Sporting Gijón,5.0,4.0,8
35000,Elche CF,2,15,L,2005-2006,CD Numancia,-8.0,-3.0,17
35000,UD Almería,2,15,W,2005-2006,Albacete,-9.0,2.0,15
35016,Hércules CF,2,16,T,2005-2006,Racing Ferrol,-6.0,-11.0,21
35017,Recr. Huelva,2,16,L,2005-2006,RM Castilla,7.0,5.0,12
35011,Xerez CD,2,16,W,2005-2006,Elche CF,1.0,13.0,5
35011,Albacete,2,16,T,2005-2006,CD Castellón,-10.0,-14.0,22
35012,Real Murcia,2,16,T,2005-2006,CD Numancia,-11.0,-5.0,18
35014,Sporting Gijón,2,16,L,2005-2006,Lorca Dep.,2.0,-1.0,13
35018,SD Eibar,2,16,T,2005-2006,Real Valladolid,8.0,5.0,3
35014,Poli Ejido,2,16,L,2005-2006,Ciudad Murcia,-5.0,4.0,11
35013,CD Tenerife,2,16,W,2005-2006,Levante,4.0,13.0,4
35012,UD Almería,2,16,W,2005-2006,Gimnàstic,-4.0,11.0,10
35020,Málaga B,2,16,W,2005-2006,UE Lleida,-5.0,3.0,20
35024,Racing Ferrol,2,17,T,2005-2006,Ciudad Murcia,-6.0,2.0,13
35025,Sporting Gijón,2,17,T,2005-2006,Levante,5.0,11.0,4
35028,CD Tenerife,2,17,W,2005-2006,Poli Ejido,-6.0,5.0,14
35030,Xerez CD,2,17,L,2005-2006,Real Murcia,4.0,7.0,8
35022,CD Numancia,2,17,T,2005-2006,Albacete,-7.0,-2.0,15
35027,RM Castilla,2,17,L,2005-2006,Málaga B,-3.0,-6.0,20
35032,SD Eibar,2,17,T,2005-2006,UE Lleida,-4.0,1.0,19
35023,Hércules CF,2,17,T,2005-2006,Elche CF,2.0,11.0,5
35021,Gimnàstic,2,17,T,2005-2006,CD Castellón,-10.0,-16.0,22
35027,Lorca Dep.,2,17,L,2005-2006,Real Valladolid,8.0,4.0,3
35030,Recr. Huelva,2,17,L,2005-2006,UD Almería,7.0,7.0,7
35038,UE Lleida,2,18,T,2005-2006,RM Castilla,7.0,6.0,13
35035,Racing Ferrol,2,18,L,2005-2006,CD Tenerife,-8.0,-2.0,17
35039,Levante,2,18,T,2005-2006,Real Valladolid,6.0,2.0,3
35034,CD Numancia,2,18,W,2005-2006,Gimnàstic,-3.0,12.0,11
35036,Elche CF,2,18,W,2005-2006,Ciudad Murcia,-6.0,5.0,12
35041,Poli Ejido,2,18,T,2005-2006,Sporting Gijón,7.0,3.0,5
35037,Real Murcia,2,18,T,2005-2006,Hércules CF,1.0,-2.0,10
35042,Málaga B,2,18,W,2005-2006,UD Almería,5.0,10.0,6
35032,Xerez CD,2,18,L,2005-2006,Albacete,-7.0,-3.0,16
35036,SD Eibar,2,18,W,2005-2006,Lorca Dep.,3.0,5.0,8
35041,CD Castellón,2,18,L,2005-2006,Recr. Huelva,15.0,17.0,2
35051,Racing Ferrol,2,19,T,2005-2006,Sporting Gijón,7.0,1.0,6
35045,Elche CF,2,19,T,2005-2006,CD Tenerife,-9.0,-4.0,17
35053,Gimnàstic,2,19,W,2005-2006,Xerez CD,14.0,24.0,1
35052,Ciudad Murcia,2,19,T,2005-2006,Real Murcia,3.0,3.0,9
35048,CD Castellón,2,19,L,2005-2006,Málaga B,-5.0,-8.0,22
35050,Levante,2,19,T,2005-2006,SD Eibar,-6.0,-16.0,21
35049,Poli Ejido,2,19,T,2005-2006,Real Valladolid,6.0,0.0,4
35044,Hércules CF,2,19,W,2005-2006,Albacete,-9.0,0.0,14
35044,Recr. Huelva,2,19,T,2005-2006,CD Numancia,-12.0,-10.0,20
35048,UE Lleida,2,19,T,2005-2006,Lorca Dep.,6.0,3.0,8
35050,UD Almería,2,19,L,2005-2006,RM Castilla,7.0,5.0,13
35059,Gimnàstic,2,20,L,2005-2006,Hércules CF,-1.0,-4.0,12
35054,Ciudad Murcia,2,20,T,2005-2006,Albacete,-7.0,-2.0,14
35062,Poli Ejido,2,20,W,2005-2006,SD Eibar,-6.0,-13.0,21
35063,Xerez CD,2,20,T,2005-2006,Recr. Huelva,13.0,13.0,2
35060,CD Castellón,2,20,L,2005-2006,RM Castilla,6.0,4.0,13
35055,Sporting Gijón,2,20,T,2005-2006,Elche CF,-1.0,6.0,7
35061,Racing Ferrol,2,20,T,2005-2006,Real Valladolid,6.0,-2.0,3
35057,Lorca Dep.,2,20,T,2005-2006,Levante,5.0,5.0,5
35064,UD Almería,2,20,W,2005-2006,UE Lleida,-4.0,0.0,16
35058,CD Numancia,2,20,L,2005-2006,Málaga B,-6.0,-9.0,22
35057,Real Murcia,2,20,W,2005-2006,CD Tenerife,-9.0,-1.0,15
35069,UE Lleida,2,21,W,2005-2006,Levante,5.0,8.0,4
35073,Real Murcia,2,21,L,2005-2006,Sporting Gijón,7.0,-2.0,8
35066,CD Tenerife,2,21,W,2005-2006,Albacete,-7.0,1.0,12
35070,Xerez CD,2,21,T,2005-2006,Málaga B,-7.0,-11.0,22
35071,Elche CF,2,21,W,2005-2006,Real Valladolid,6.0,1.0,3
35071,Lorca Dep.,2,21,L,2005-2006,Poli Ejido,-6.0,-1.0,20
35072,Racing Ferrol,2,21,L,2005-2006,SD Eibar,-4.0,-14.0,21
35068,Ciudad Murcia,2,21,W,2005-2006,Gimnàstic,-4.0,17.0,6
35069,Recr. Huelva,2,21,L,2005-2006,Hércules CF,-2.0,-5.0,14
35066,RM Castilla,2,21,T,2005-2006,CD Numancia,-11.0,-9.0,17
35076,CD Castellón,2,21,W,2005-2006,UD Almería,6.0,15.0,5
35082,Levante,2,22,T,2005-2006,Poli Ejido,-7.0,-3.0,19
35080,CD Tenerife,2,22,T,2005-2006,Gimnàstic,-2.0,15.0,7
35081,Hércules CF,2,22,T,2005-2006,Málaga B,-7.0,-13.0,22
35083,Xerez CD,2,22,W,2005-2006,RM Castilla,4.0,5.0,12
35085,CD Castellón,2,22,W,2005-2006,UE Lleida,-5.0,2.0,16
35084,Lorca Dep.,2,22,L,2005-2006,Racing Ferrol,-1.0,-12.0,17
35085,Real Valladolid,2,22,T,2005-2006,Real Murcia,2.0,3.0,8
35079,SD Eibar,2,22,T,2005-2006,Elche CF,-3.0,3.0,9
35078,Recr. Huelva,2,22,L,2005-2006,Ciudad Murcia,-5.0,-1.0,13
35087,CD Numancia,2,22,L,2005-2006,UD Almería,7.0,14.0,6
35084,Albacete,2,22,L,2005-2006,Sporting Gijón,6.0,-3.0,10
35093,Hércules CF,2,23,W,2005-2006,RM Castilla,5.0,8.0,9
35096,CD Tenerife,2,23,L,2005-2006,Recr. Huelva,15.0,18.0,2
35090,Sporting Gijón,2,23,W,2005-2006,Gimnàstic,-2.0,18.0,5
35087,Real Valladolid,2,23,W,2005-2006,Albacete,-5.0,7.0,8
35097,Xerez CD,2,23,T,2005-2006,UD Almería,6.0,12.0,7
35088,CD Castellón,2,23,W,2005-2006,CD Numancia,-10.0,-3.0,14
35090,Málaga B,2,23,W,2005-2006,Ciudad Murcia,-6.0,2.0,11
35095,Real Murcia,2,23,T,2005-2006,SD Eibar,-8.0,-18.0,20
35089,Lorca Dep.,2,23,L,2005-2006,Elche CF,-3.0,2.0,12
35092,UE Lleida,2,23,L,2005-2006,Poli Ejido,-7.0,-4.0,19
35094,Levante,2,23,L,2005-2006,Racing Ferrol,-4.0,-13.0,18
35101,Elche CF,2,24,W,2005-2006,Levante,8.0,12.0,3
35098,Málaga B,2,24,W,2005-2006,CD Tenerife,-7.0,2.0,15
35106,Recr. Huelva,2,24,T,2005-2006,Sporting Gijón,4.0,-6.0,13
35101,UE Lleida,2,24,W,2005-2006,CD Numancia,-9.0,0.0,12
35106,Poli Ejido,2,24,L,2005-2006,Racing Ferrol,-5.0,-14.0,19
35102,Real Murcia,2,24,W,2005-2006,Lorca Dep.,11.0,13.0,4
35099,SD Eibar,2,24,W,2005-2006,Albacete,-4.0,10.0,7
35103,Real Valladolid,2,24,W,2005-2006,Gimnàstic,-1.0,21.0,5
35105,Ciudad Murcia,2,24,L,2005-2006,RM Castilla,6.0,7.0,10
35100,Xerez CD,2,24,W,2005-2006,CD Castellón,-10.0,-7.0,20
35100,UD Almería,2,24,L,2005-2006,Hércules CF,-4.0,-9.0,17
35119,Ciudad Murcia,2,25,T,2005-2006,UD Almería,7.0,13.0,6
35114,Sporting Gijón,2,25,T,2005-2006,Málaga B,-15.0,-17.0,22
35114,Albacete,2,25,W,2005-2006,Lorca Dep.,12.0,16.0,4
35112,CD Castellón,2,25,W,2005-2006,Hércules CF,-5.0,-6.0,15
35113,SD Eibar,2,25,W,2005-2006,Gimnàstic,0.0,24.0,5
35116,Recr. Huelva,2,25,L,2005-2006,Real Valladolid,6.0,-4.0,9
35113,Real Murcia,2,25,W,2005-2006,Levante,9.0,15.0,3
35115,Elche CF,2,25,W,2005-2006,Poli Ejido,-7.0,2.0,18
35111,Xerez CD,2,25,T,2005-2006,CD Numancia,-8.0,-2.0,11
35116,UE Lleida,2,25,T,2005-2006,Racing Ferrol,-6.0,-16.0,19
35110,RM Castilla,2,25,L,2005-2006,CD Tenerife,-4.0,1.0,16
35127,Málaga B,2,26,L,2005-2006,Real Valladolid,5.0,-5.0,11
35123,Albacete,2,26,T,2005-2006,Levante,10.0,13.0,3
35128,Recr. Huelva,2,26,T,2005-2006,SD Eibar,-10.0,-22.0,21
35129,RM Castilla,2,26,T,2005-2006,Sporting Gijón,4.0,-10.0,13
35130,CD Tenerife,2,26,W,2005-2006,UD Almería,7.0,16.0,6
35125,Lorca Dep.,2,26,W,2005-2006,Gimnàstic,1.0,27.0,4
35121,CD Castellón,2,26,W,2005-2006,Ciudad Murcia,0.0,6.0,7
35124,Racing Ferrol,2,26,W,2005-2006,Elche CF,-6.0,3.0,12
35128,Poli Ejido,2,26,T,2005-2006,Real Murcia,0.0,-3.0,14
35131,UE Lleida,2,26,L,2005-2006,Xerez CD,15.0,13.0,2
35122,CD Numancia,2,26,L,2005-2006,Hércules CF,-4.0,-7.0,16
35132,CD Castellón,2,27,T,2005-2006,CD Tenerife,-7.0,-2.0,17
35138,Racing Ferrol,2,27,T,2005-2006,Real Murcia,0.0,-5.0,14
35141,UD Almería,2,27,W,2005-2006,Sporting Gijón,4.0,-7.0,12
35142,Elche CF,2,27,T,2005-2006,UE Lleida,-1.0,3.0,15
35136,Recr. Huelva,2,27,W,2005-2006,Lorca Dep.,13.0,18.0,3
35135,Levante,2,27,T,2005-2006,Gimnàstic,3.0,25.0,5
35131,Poli Ejido,2,27,L,2005-2006,Albacete,-6.0,6.0,10
35133,CD Numancia,2,27,L,2005-2006,Ciudad Murcia,1.0,5.0,9
35140,Málaga B,2,27,T,2005-2006,SD Eibar,-10.0,-24.0,21
35137,Real Valladolid,2,27,L,2005-2006,RM Castilla,6.0,7.0,11
35134,Xerez CD,2,27,L,2005-2006,Hércules CF,-5.0,-8.0,18
35151,CD Castellón,2,28,L,2005-2006,Sporting Gijón,5.0,-8.0,13
35145,CD Tenerife,2,28,W,2005-2006,CD Numancia,-6.0,7.0,7
35148,Lorca Dep.,2,28,W,2005-2006,Málaga B,-14.0,-13.0,21
35150,RM Castilla,2,28,L,2005-2006,SD Eibar,-10.0,-25.0,22
35149,UD Almería,2,28,L,2005-2006,Real Valladolid,5.0,-3.0,10
35147,UE Lleida,2,28,W,2005-2006,Hércules CF,-8.0,-5.0,17
35145,Recr. Huelva,2,28,L,2005-2006,Levante,10.0,10.0,5
35150,Elche CF,2,28,W,2005-2006,Real Murcia,0.0,-2.0,11
35143,Racing Ferrol,2,28,L,2005-2006,Albacete,-8.0,5.0,12
35147,Gimnàstic,2,28,L,2005-2006,Poli Ejido,-4.0,2.0,16
35143,Xerez CD,2,28,T,2005-2006,Ciudad Murcia,0.0,3.0,9
35159,Recr. Huelva,2,29,T,2005-2006,Poli Ejido,-6.0,0.0,16
35153,Elche CF,2,29,L,2005-2006,Albacete,-9.0,4.0,14
35155,Hércules CF,2,29,W,2005-2006,Ciudad Murcia,0.0,6.0,7
35163,CD Tenerife,2,29,L,2005-2006,Xerez CD,17.0,13.0,3
35164,Real Murcia,2,29,T,2005-2006,UE Lleida,-2.0,0.0,15
35158,RM Castilla,2,29,W,2005-2006,Lorca Dep.,13.0,20.0,4
35160,Gimnàstic,2,29,T,2005-2006,Racing Ferrol,-6.0,-18.0,19
35154,Real Valladolid,2,29,L,2005-2006,CD Castellón,-10.0,-9.0,20
35162,UD Almería,2,29,L,2005-2006,SD Eibar,-11.0,-26.0,22
35157,Málaga B,2,29,W,2005-2006,Levante,7.0,13.0,5
35155,Sporting Gijón,2,29,L,2005-2006,CD Numancia,-4.0,6.0,8
35170,CD Tenerife,2,30,W,2005-2006,Hércules CF,-8.0,-3.0,16
35174,Ciudad Murcia,2,30,L,2005-2006,UE Lleida,-2.0,-1.0,17
35170,Albacete,2,30,T,2005-2006,Real Murcia,1.0,-6.0,12
35169,Elche CF,2,30,W,2005-2006,Gimnàstic,5.0,29.0,2
35167,UD Almería,2,30,L,2005-2006,Lorca Dep.,14.0,19.0,6
35166,RM Castilla,2,30,T,2005-2006,Levante,8.0,11.0,5
35173,Xerez CD,2,30,T,2005-2006,Sporting Gijón,5.0,-7.0,11
35171,CD Numancia,2,30,L,2005-2006,Real Valladolid,5.0,-1.0,9
35169,Recr. Huelva,2,30,L,2005-2006,Racing Ferrol,-6.0,-19.0,20
35171,Poli Ejido,2,30,L,2005-2006,Málaga B,-14.0,-15.0,21
35166,SD Eibar,2,30,W,2005-2006,CD Castellón,-11.0,-6.0,19
35182,Poli Ejido,2,31,W,2005-2006,RM Castilla,5.0,10.0,10
35178,CD Tenerife,2,31,W,2005-2006,Ciudad Murcia,3.0,12.0,7
35180,Sporting Gijón,2,31,T,2005-2006,Hércules CF,-7.0,-5.0,16
35177,SD Eibar,2,31,W,2005-2006,CD Numancia,-4.0,12.0,8
35178,UD Almería,2,31,L,2005-2006,Levante,8.0,10.0,6
35181,Málaga B,2,31,W,2005-2006,Racing Ferrol,-9.0,-16.0,18
35177,Recr. Huelva,2,31,T,2005-2006,Elche CF,-6.0,0.0,13
35176,Lorca Dep.,2,31,L,2005-2006,CD Castellón,-9.0,-7.0,20
35175,UE Lleida,2,31,L,2005-2006,Albacete,-10.0,1.0,14
35182,Gimnàstic,2,31,L,2005-2006,Real Murcia,1.0,-7.0,12
35185,Real Valladolid,2,31,L,2005-2006,Xerez CD,15.0,10.0,5
35191,RM Castilla,2,32,L,2005-2006,Racing Ferrol,-8.0,-17.0,19
35188,CD Castellón,2,32,T,2005-2006,Levante,6.0,8.0,6
35197,SD Eibar,2,32,W,2005-2006,Xerez CD,13.0,13.0,4
35195,Ciudad Murcia,2,32,L,2005-2006,Sporting Gijón,5.0,-10.0,12
35192,Recr. Huelva,2,32,L,2005-2006,Real Murcia,0.0,-8.0,15
35190,UD Almería,2,32,W,2005-2006,Poli Ejido,-8.0,5.0,14
35191,Albacete,2,32,W,2005-2006,Gimnàstic,7.0,35.0,2
35189,CD Numancia,2,32,L,2005-2006,Lorca Dep.,14.0,21.0,5
35193,Hércules CF,2,32,L,2005-2006,Real Valladolid,6.0,1.0,10
35193,Elche CF,2,32,L,2005-2006,Málaga B,-16.0,-17.0,21
35196,CD Tenerife,2,32,T,2005-2006,UE Lleida,-1.0,0.0,16
35207,CD Tenerife,2,33,T,2005-2006,Sporting Gijón,4.0,-12.0,13
35204,Elche CF,2,33,L,2005-2006,RM Castilla,9.0,12.0,9
35198,Recr. Huelva,2,33,W,2005-2006,Albacete,-16.0,3.0,15
35201,UE Lleida,2,33,W,2005-2006,Gimnàstic,10.0,38.0,1
35198,Levante,2,33,L,2005-2006,CD Numancia,-2.0,14.0,8
35206,Racing Ferrol,2,33,T,2005-2006,UD Almería,12.0,24.0,3
35202,CD Castellón,2,33,L,2005-2006,Poli Ejido,-7.0,4.0,16
35206,Hércules CF,2,33,L,2005-2006,SD Eibar,-16.0,-30.0,22
35205,Ciudad Murcia,2,33,L,2005-2006,Real Valladolid,4.0,0.0,11
35201,Xerez CD,2,33,T,2005-2006,Lorca Dep.,13.0,19.0,7
35204,Málaga B,2,33,W,2005-2006,Real Murcia,-1.0,-5.0,14
35219,Levante,2,34,L,2005-2006,Xerez CD,14.0,10.0,6
35217,Ciudad Murcia,2,34,W,2005-2006,SD Eibar,-17.0,-27.0,21
35215,Real Murcia,2,34,W,2005-2006,RM Castilla,8.0,15.0,9
35208,Málaga B,2,34,T,2005-2006,Albacete,-15.0,1.0,16
35216,Gimnàstic,2,34,W,2005-2006,Recr. Huelva,20.0,23.0,1
35213,Lorca Dep.,2,34,L,2005-2006,Hércules CF,-4.0,0.0,13
35214,CD Castellón,2,34,L,2005-2006,Racing Ferrol,-9.0,-20.0,20
35210,Poli Ejido,2,34,L,2005-2006,CD Numancia,-3.0,13.0,8
35217,UE Lleida,2,34,W,2005-2006,Sporting Gijón,4.0,-9.0,10
35218,Elche CF,2,34,W,2005-2006,UD Almería,12.0,27.0,3
35211,Real Valladolid,2,34,W,2005-2006,CD Tenerife,-9.0,-3.0,18
35229,CD Tenerife,2,35,L,2005-2006,SD Eibar,-15.0,-28.0,21
35225,Albacete,2,35,L,2005-2006,RM Castilla,9.0,14.0,9
35219,Elche CF,2,35,W,2005-2006,CD Castellón,-7.0,0.0,17
35220,Racing Ferrol,2,35,W,2005-2006,CD Numancia,-4.0,16.0,8
35222,Málaga B,2,35,W,2005-2006,Gimnàstic,8.0,40.0,2
35223,Levante,2,35,L,2005-2006,Hércules CF,-6.0,-1.0,16
35226,UE Lleida,2,35,W,2005-2006,Recr. Huelva,23.0,26.0,1
35224,Ciudad Murcia,2,35,T,2005-2006,Lorca Dep.,15.0,20.0,5
35228,Real Murcia,2,35,L,2005-2006,UD Almería,14.0,26.0,4
35229,Poli Ejido,2,35,L,2005-2006,Xerez CD,13.0,9.0,7
35228,Sporting Gijón,2,35,L,2005-2006,Real Valladolid,1.0,-2.0,15
35230,UD Almería,2,36,W,2005-2006,Albacete,-14.0,7.0,11
35237,CD Castellón,2,36,L,2005-2006,Real Murcia,2.0,-4.0,15
35232,Elche CF,2,36,W,2005-2006,CD Numancia,-2.0,19.0,8
35233,Lorca Dep.,2,36,L,2005-2006,CD Tenerife,-7.0,-1.0,18
35239,Sporting Gijón,2,36,T,2005-2006,SD Eibar,-16.0,-30.0,21
35237,Gimnàstic,2,36,W,2005-2006,RM Castilla,8.0,17.0,9
35234,Levante,2,36,W,2005-2006,Ciudad Murcia,5.0,18.0,6
35235,Hércules CF,2,36,L,2005-2006,Poli Ejido,-5.0,9.0,13
35240,Real Valladolid,2,36,L,2005-2006,UE Lleida,-8.0,-4.0,19
35236,Xerez CD,2,36,L,2005-2006,Racing Ferrol,-12.0,-22.0,20
35238,Málaga B,2,36,W,2005-2006,Recr. Huelva,27.0,29.0,1
35244,UD Almería,2,37,W,2005-2006,Gimnàstic,8.0,42.0,2
35243,Xerez CD,2,37,W,2005-2006,Elche CF,-8.0,6.0,14
35242,CD Castellón,2,37,T,2005-2006,Albacete,-13.0,5.0,12
35248,SD Eibar,2,37,W,2005-2006,Real Valladolid,0.0,4.0,10
35248,Hércules CF,2,37,T,2005-2006,Racing Ferrol,-14.0,-24.0,20
35243,Levante,2,37,L,2005-2006,CD Tenerife,-8.0,-2.0,18
35252,Málaga B,2,37,T,2005-2006,UE Lleida,-9.0,-6.0,19
35249,Lorca Dep.,2,37,L,2005-2006,Sporting Gijón,8.0,-9.0,11
35242,Real Murcia,2,37,L,2005-2006,CD Numancia,0.0,18.0,8
35247,Recr. Huelva,2,37,L,2005-2006,RM Castilla,9.0,16.0,9
35244,Poli Ejido,2,37,W,2005-2006,Ciudad Murcia,6.0,21.0,5
35256,Racing Ferrol,2,38,W,2005-2006,Ciudad Murcia,7.0,24.0,5
35262,SD Eibar,2,38,T,2005-2006,UE Lleida,-9.0,-8.0,19
35253,Hércules CF,2,38,T,2005-2006,Elche CF,-7.0,4.0,12
35254,Albacete,2,38,W,2005-2006,CD Numancia,-2.0,21.0,8
35258,CD Tenerife,2,38,L,2005-2006,Poli Ejido,-7.0,7.0,17
35262,Recr. Huelva,2,38,W,2005-2006,UD Almería,11.0,27.0,6
35258,Málaga B,2,38,W,2005-2006,RM Castilla,6.0,19.0,9
35254,CD Castellón,2,38,W,2005-2006,Gimnàstic,9.0,45.0,2
35256,Real Valladolid,2,38,T,2005-2006,Lorca Dep.,17.0,24.0,4
35255,Sporting Gijón,2,38,W,2005-2006,Levante,10.0,22.0,3
35263,Real Murcia,2,38,W,2005-2006,Xerez CD,11.0,14.0,7
35265,Racing Ferrol,2,39,W,2005-2006,CD Tenerife,-8.0,4.0,16
35269,UD Almería,2,39,W,2005-2006,Málaga B,-27.0,-22.0,21
35268,SD Eibar,2,39,W,2005-2006,Lorca Dep.,17.0,27.0,4
35272,Hércules CF,2,39,W,2005-2006,Real Murcia,1.0,1.0,11
35267,Real Valladolid,2,39,W,2005-2006,Levante,12.0,25.0,3
35273,CD Castellón,2,39,T,2005-2006,Recr. Huelva,31.0,29.0,2
35274,RM Castilla,2,39,W,2005-2006,UE Lleida,-9.0,-5.0,19
35264,Xerez CD,2,39,W,2005-2006,Albacete,-14.0,7.0,10
35266,Elche CF,2,39,T,2005-2006,Ciudad Murcia,8.0,22.0,5
35266,CD Numancia,2,39,W,2005-2006,Gimnàstic,11.0,48.0,1
35271,Poli Ejido,2,39,L,2005-2006,Sporting Gijón,5.0,-11.0,14
35284,RM Castilla,2,40,W,2005-2006,UD Almería,10.0,29.0,6
35278,Real Murcia,2,40,W,2005-2006,Ciudad Murcia,8.0,25.0,4
35277,SD Eibar,2,40,T,2005-2006,Levante,13.0,23.0,3
35283,Racing Ferrol,2,40,W,2005-2006,Sporting Gijón,4.0,-8.0,10
35274,Hércules CF,2,40,L,2005-2006,Albacete,-12.0,6.0,12
35284,Lorca Dep.,2,40,W,2005-2006,UE Lleida,-8.0,-2.0,19
35276,Recr. Huelva,2,40,L,2005-2006,CD Numancia,-2.0,19.0,8
35277,Elche CF,2,40,T,2005-2006,CD Tenerife,-7.0,2.0,17
35281,Poli Ejido,2,40,L,2005-2006,Real Valladolid,0.0,0.0,14
35285,Gimnàstic,2,40,T,2005-2006,Xerez CD,11.0,11.0,7
35278,CD Castellón,2,40,T,2005-2006,Málaga B,-25.0,-24.0,21
35288,Albacete,2,41,T,2005-2006,Ciudad Murcia,9.0,23.0,4
35294,UD Almería,2,41,L,2005-2006,UE Lleida,-7.0,-3.0,19
35293,Elche CF,2,41,T,2005-2006,Sporting Gijón,6.0,-10.0,11
35291,Racing Ferrol,2,41,W,2005-2006,Real Valladolid,-1.0,3.0,10
35288,Hércules CF,2,41,T,2005-2006,Gimnàstic,12.0,44.0,1
35289,Lorca Dep.,2,41,T,2005-2006,Levante,13.0,21.0,3
35290,CD Numancia,2,41,W,2005-2006,Málaga B,-25.0,-21.0,21
35287,Real Murcia,2,41,T,2005-2006,CD Tenerife,-7.0,0.0,18
35291,SD Eibar,2,41,L,2005-2006,Poli Ejido,-6.0,12.0,15
35292,CD Castellón,2,41,L,2005-2006,RM Castilla,7.0,16.0,9
35295,Xerez CD,2,41,L,2005-2006,Recr. Huelva,34.0,31.0,2
35306,CD Castellón,2,42,L,2005-2006,UD Almería,13.0,31.0,7
35298,Ciudad Murcia,2,42,L,2005-2006,Gimnàstic,12.0,43.0,2
35304,Racing Ferrol,2,42,T,2005-2006,SD Eibar,-17.0,-35.0,22
35304,Sporting Gijón,2,42,L,2005-2006,Real Murcia,2.0,-3.0,16
35301,Recr. Huelva,2,42,L,2005-2006,Hércules CF,-8.0,-3.0,17
35306,Levante,2,42,L,2005-2006,UE Lleida,-9.0,-4.0,19
35301,Lorca Dep.,2,42,T,2005-2006,Poli Ejido,-7.0,10.0,15
35302,CD Numancia,2,42,L,2005-2006,RM Castilla,6.0,15.0,10
35296,CD Tenerife,2,42,T,2005-2006,Albacete,-13.0,2.0,13
35297,Real Valladolid,2,42,T,2005-2006,Elche CF,-7.0,-4.0,14
35307,Málaga B,2,42,W,2005-2006,Xerez CD,12.0,17.0,6
35697,UD Las Palmas,2,1,W,2006-2007,Xerez CD,0.0,3.0,8
35696,CD Tenerife,2,1,L,2006-2007,UD Almería,0.0,-1.0,17
35695,Real Valladolid,2,1,L,2006-2007,Sporting Gijón,0.0,-1.0,19
35693,UD Vecindario,2,1,W,2006-2007,Cádiz CF,0.0,3.0,2
35690,RM Castilla,2,1,T,2006-2007,CD Castellón,0.0,-2.0,10
35689,CD Numancia,2,1,T,2006-2007,Lorca Dep.,0.0,-2.0,14
35692,Albacete,2,1,L,2006-2007,Ponferradina,0.0,-1.0,20
35694,Málaga CF,2,1,L,2006-2007,Hércules CF,0.0,-1.0,16
35694,UD Salamanca,2,1,L,2006-2007,Real Murcia,0.0,-1.0,15
35688,Elche CF,2,1,T,2006-2007,Alavés,0.0,-2.0,9
35691,Ciudad Murcia,2,1,L,2006-2007,Poli Ejido,0.0,-1.0,21
35705,Lorca Dep.,2,2,W,2006-2007,Sporting Gijón,-2.0,2.0,9
35705,Hércules CF,2,2,L,2006-2007,RM Castilla,0.0,-3.0,20
35708,CD Castellón,2,2,W,2006-2007,UD Vecindario,-3.0,2.0,13
35706,UD Almería,2,2,W,2006-2007,Real Murcia,-1.0,2.0,8
35699,Elche CF,2,2,W,2006-2007,Albacete,2.0,6.0,3
35709,Ciudad Murcia,2,2,W,2006-2007,Xerez CD,1.0,6.0,4
35707,Real Valladolid,2,2,L,2006-2007,UD Las Palmas,-1.0,-2.0,22
35703,CD Tenerife,2,2,W,2006-2007,Cádiz CF,3.0,6.0,2
35703,UD Salamanca,2,2,W,2006-2007,Poli Ejido,-3.0,2.0,14
35702,Alavés,2,2,W,2006-2007,Málaga CF,1.0,6.0,5
35701,Ponferradina,2,2,L,2006-2007,CD Numancia,0.0,-3.0,19
35717,Xerez CD,2,3,L,2006-2007,Poli Ejido,-2.0,1.0,18
35714,Alavés,2,3,L,2006-2007,RM Castilla,-3.0,-4.0,21
35714,Real Valladolid,2,3,W,2006-2007,Ciudad Murcia,1.0,5.0,7
35711,Málaga CF,2,3,W,2006-2007,Albacete,3.0,9.0,2
35712,CD Tenerife,2,3,W,2006-2007,CD Castellón,-2.0,0.0,12
35711,UD Las Palmas,2,3,L,2006-2007,Lorca Dep.,-2.0,-4.0,20
35715,Cádiz CF,2,3,T,2006-2007,Real Murcia,0.0,0.0,11
