alava,12.07490247074122,114.83485045513655,333626,333940
albacete,15.57892670157068,104.36125654450262,386464,388270
alicante,18.71692708333333,555.5416666666666,1881762,1879888
almeria,16.957027027027028,164.7027027027027,731792,727945
asturias,13.887631578947369,241.13552631578946,1011792,1018784
avila,12.028218465539661,47.07152145643693,158421,157664
badajoz,17.37282184655397,187.71131339401822,669943,672137
baleares,19.483132530120482,319.40562248995985,1173008,1171543
barcelona,16.83211488250653,2102.0691906005222,5714730,5743402
bizkaia,15.070572916666668,405.9010416666667,1154334,1159443
burgos,11.939607843137255,131.5281045751634,356055,357650
caceres,16.562158647594277,101.35240572171651,389558,391850
cadiz,19.18748370273794,224.08996088657105,1245960,1244049
cantabria,15.063229308005427,158.0990502035278,584507,582905
castellon,18.08959687906372,192.93498049414825,587064,585590
ceuta,19.014809960681518,22.601572739187418,83517,84202
ciudadReal,15.92121212121212,137.0764163372859,492591,495045
cordoba,18.45824607329843,169.76570680628274,776789,781451
coruña,15.29600532623169,265.35019973368844,1120134,1121815
cuenca,14.099479843953185,61.46033810143043,195516,196139
gipuzkoa,13.970481144343305,297.2405721716515,726033,727121
girona,15.126560424966799,279.83134130146084,786596,781788
granada,14.890840840840843,209.28978978978978,921338,919168
guadalajara,14.795448634590379,81.13524057217165,265588,261995
huelva,17.235732984293193,97.3848167539267,525835,524278
huesca,12.274750356633382,91.4793152639087,224264,222687
jaen,16.6500736377025,148.94845360824743,627190,631381	
laRioja,14.04796320630749,112.30091984231275,319796,319914
lasPalmas,21.32280471821756,175.1743119266055,1128539,1131065	
leon,9.52076411960133,153.03322259136212,451706,456439
lleida,11.833532934131735,462.94610778443115,439727,438517
lugo,12.591732283464566,65.61679790026247,326013,327946
madrid,15.102567760342367,2035.2082738944366,6751251,6779888
malaga,16.700426136363635,325.5426136363636,1695651,1685920
melilla,19.393577981651376,25.931847968545217,86261,87076
murcia,19.39830729166667,455.15234375,1518486,1511251
navarra,11.876047904191617,53.32784431137725,661537,661197
ourense,11.875708502024292,74.3468286099865,305223,306650
palencia,11.012801204819278,58.748493975903614,159123,160321
pontevedra,14.963068920676205,232.83224967490247,944275,945408
salamanca,6.224289405684755,88.69250645994832,327338,329245
santaCruzDeTenerife,20.357867360208065,169.7594278283485,1044405,1044887
segovia,8.196754563894524,55.622718052738335,153663,153478
sevilla,15.774964838255977,355.45007032348803,1947852,1950219
soria,11.72743823146944,29.907672301690507,88747,88884
tarragona,16.50586701434159,261.8657105606258,822309,816772
teruel,14.360515603799186,49.91723202170964,134545,134176	
toledo,14.907860262008732,182.59825327510916,709403,703772
valencia,18.074863387978144,950.8287795992715,2589312,2591875
valladolid,13.399089726918078,190.03771131339403,519361,520649
zamora,12.60510752688172,365.38844086021504,168725,170588
zaragoza,14.017670157068062,46.146596858638745,967452,972528
