41.383259,2.181692
41.383405,2.181437
41.383272,2.181319
41.383134,2.181171
41.382999,2.181017
41.383108,2.180851
41.383010,2.180761
41.383127,2.180541
41.383246,2.180172
41.383077,2.180044
41.382999,2.179989
41.382970,2.180035
41.382661,2.179736
41.382358,2.180151
41.382279,2.179926
41.382233,2.179756
41.382148,2.179805
41.382111,2.179797
41.382056,2.179824
41.382019,2.179802
41.381983,2.179715
41.381924,2.179733
41.381961,2.179655
41.382084,2.179423
41.382134,2.179348
41.382231,2.179245
41.382031,2.179022
41.381902,2.178858
41.381718,2.178685
41.381758,2.178634
41.381693,2.178552
41.381572,2.178746
41.381374,2.178504
41.381067,2.178314
41.381282,2.177818
41.381414,2.177569
41.381538,2.177384
41.381750,2.177075
41.381990,2.176755
41.382019,2.176712
41.382042,2.176677
41.382025,2.176634
41.382136,2.176439
41.381646,2.175833
41.381448,2.175591
41.381257,2.175349
41.381119,2.175170
41.380831,2.174829
41.380642,2.174598
41.380562,2.174492
41.380430,2.174317
41.380358,2.174226
41.380380,2.174202
41.380378,2.174151
41.380361,2.174123
41.380346,2.174087
41.380310,2.174010
41.381082,2.173344
41.381042,2.173268
41.381031,2.173240
41.381017,2.173213
41.381009,2.173198
41.380979,2.173222
41.380930,2.173229
41.380482,2.173046
41.380376,2.173010
41.380037,2.172850
41.379906,2.172764
41.379692,2.172616
41.379607,2.172554
41.379230,2.172234
41.379106,2.172094
41.378697,2.171650
41.378612,2.171543
41.378199,2.171130
41.377822,2.170710
41.377814,2.170529
41.377898,2.170521
41.377968,2.170479
41.378044,2.170368
41.378067,2.170264
41.378061,2.170178
41.378010,2.170111
41.377948,2.170074
41.377878,2.170071
41.377781,2.170125
41.378228,2.169611
41.378349,2.169460
41.378277,2.169363
41.377836,2.168829
41.377510,2.169264
41.376834,2.168353
41.376511,2.167904
41.377120,2.166888
41.376545,2.166304
41.376379,2.166141
41.376691,2.165742
41.376917,2.165438
41.376864,2.165376
41.376777,2.165254
41.376056,2.164328
41.375298,2.163276
41.375298,2.163112
41.375244,2.163062
41.375145,2.163058
41.375082,2.163059
41.375086,2.162521
41.375090,2.161205
41.375090,2.160986
41.375090,2.160862
41.375089,2.160303
41.375050,2.158850
41.375050,2.158556
41.375033,2.158556
41.375034,2.156612
41.375034,2.156300
41.375061,2.154319
41.375034,2.154014
41.375046,2.152138
41.375071,2.151769
41.375094,2.150095
41.375084,2.149692
41.374943,2.149686
41.374877,2.149661
41.374813,2.149620
41.374756,2.149567
