0.800000;958.765625;6040481;32.094002 
0.804000;958.765625;6002716;32.890999 
0.808000;958.765625;5966474;33.952999 
0.812000;958.765625;5931447;34.313000 
0.816000;958.765625;5896384;34.855000 
0.820000;958.765625;5858646;35.484001 
0.824000;958.765625;5810787;37.514999 
0.828000;958.765625;5750202;35.265999 
0.832000;958.765625;5684873;33.967999 
0.836000;958.765625;5625681;32.297001 
0.840000;958.765625;5560524;31.827999 
0.844000;958.765625;5487706;31.014999 
0.848000;958.765625;5421246;32.499001 
0.852000;958.765625;5359315;31.969000 
0.856000;958.765625;5296424;30.188000 
0.860000;958.765625;5239599;30.562000 
0.864000;958.765625;5175860;30.999001 
0.868000;958.765625;5107642;30.858999 
0.872000;958.765625;5033980;30.562000 
0.876000;958.765625;4946902;29.639999 
0.880000;958.765625;4865806;29.625000 
0.884000;958.765625;4774353;29.514999 
0.888000;958.765625;4696628;30.468000 
0.892000;958.765625;4614124;25.952999 
0.896000;958.765625;4542190;26.327999 
0.900000;958.765625;4472274;25.937000 
0.904000;958.765625;4405794;27.827999 
0.908000;958.765625;4339672;25.312000 
0.912000;958.765625;4266483;24.639999 
0.916000;958.765625;4196349;25.077999 
0.920000;958.765625;4122589;26.577999 
0.924000;958.765625;4034986;23.235001 
0.928000;958.765625;3928024;23.389999 
0.932000;958.765625;3817041;20.139999 
0.936000;958.765625;3684666;19.906000 
0.940000;958.765625;3535894;19.628000 
0.944000;958.765625;3390652;16.377001 
0.948000;958.765625;3262243;15.578000 
0.952000;958.765625;3154718;15.422000 
0.956000;958.765625;3051667;13.250000 
0.960000;958.765625;2955213;12.875000 
0.964000;958.765625;2858896;11.875000 
0.968000;958.765625;2765189;11.766000 
0.972000;958.765625;2682432;11.562000 
0.976000;958.765625;2615410;10.625000 
0.980000;958.765625;2562948;10.406000 
0.984000;958.765625;2516008;10.203000 
0.988000;958.765625;2466958;9.954000 
0.992000;958.765625;2423062;9.812000 
0.996000;958.765625;2376331;9.906000 
1.000000;958.765625;2330590;9.828000 
1.004000;958.765625;2283386;10.390000 
1.008000;958.765625;2243282;8.641000 
1.012000;958.765625;2206000;8.718000 
1.016000;958.765625;2166039;8.578000 
1.020000;958.765625;2129851;9.000000 
1.024000;958.765625;2092619;8.109000 
1.028000;958.765625;2057297;8.000000 
1.032000;958.765625;2016640;8.015000 
1.036000;958.765625;1961004;7.922000 
1.040000;958.765625;1916457;8.344000 
1.044000;958.765625;1892361;7.390000 
1.048000;958.765625;1867852;7.344000 
1.052000;958.765625;1843544;7.625000 
1.056000;958.765625;1818253;7.062000 
1.060000;958.765625;1784133;7.250000 
1.064000;958.765625;1756344;7.547000 
1.068000;958.765625;1733626;6.844000 
1.072000;958.765625;1709482;6.782000 
1.076000;958.765625;1683722;7.516000 
1.080000;958.765625;1682515;6.547000 
1.084000;958.765625;1672558;6.484000 
1.088000;958.765625;1644751;6.375000 
1.092000;958.765625;1611819;6.156000 
1.096000;958.765625;1604087;6.656000 
1.100000;958.765625;1550633;5.672000 
1.104000;958.765625;1517053;5.484000 
1.108000;958.765625;1500535;5.344000 
1.112000;958.765625;1477868;5.219000 
1.116000;958.765625;1472078;5.094000 
1.120000;958.768555;1441104;4.906000 
1.124000;958.768555;1425436;4.766000 
1.128000;960.741760;1431824;4.672000 
1.132000;960.763489;1422792;4.594000 
1.136000;960.763489;1515261;4.828000 
1.140000;960.764954;1713606;5.125000 
1.144000;960.778809;1810819;6.015000 
1.148000;960.778809;1876038;5.062000 
1.152000;960.827271;2009726;5.203000 
1.156000;960.833801;2336257;5.812000 
1.160000;960.842224;2977105;7.031000 
1.164000;960.842224;3302082;7.610000 
1.168000;960.842224;3668271;8.422000 
1.172000;960.842529;4149583;9.203000 
1.176000;961.211670;3208427;6.813000 
1.180000;961.211670;4697985;9.735000 
1.184000;963.190063;2274572;4.844000 
1.188000;963.786133;1732509;3.703000 
1.192000;963.793335;2560451;5.094000 
1.196000;963.855530;3189540;6.312000 
